model,trade_id,date,entry_timestamp,exit_timestamp,direction,entry_price,exit_price,shares,sizing_leverage,entry_equity,gross_pnl,costs,net_pnl,return_on_entry_notional,return_on_start_equity,pnl_per_share,exit_reason
A,30,2025-06-23,2025-06-23 15:30:00,2025-06-23 16:00:00,1,597.5632,598.4907,165,1.0,98227.77089999999,153.03749999998274,1.485,151.55249999998276,0.0015370759109662297,0.0015428681584790272,0.9184999999998955,session_close
A,31,2025-06-24,2025-06-24 11:30:00,2025-06-24 16:00:00,1,604.1051,605.1024,163,1.0,98379.32339999998,162.5598999999993,1.467,161.09289999999928,0.0016359736079036506,0.0016374670452348253,0.9882999999999955,session_close
A,32,2025-06-26,2025-06-26 12:30:00,2025-06-26 16:00:00,1,609.201,610.1782,162,1.0,98540.41629999998,158.3063999999879,1.4580000000000002,156.84839999998786,0.001589294830441718,0.001591716433615147,0.9681999999999251,session_close
A,33,2025-06-27,2025-06-27 12:00:00,2025-06-27 16:00:00,1,614.1971,613.2098,161,1.0,98697.26469999997,-158.95530000000076,1.449,-160.40430000000077,-0.001622117720842389,-0.0016252152527992077,-0.9963000000000048,session_close
A,34,2025-07-02,2025-07-02 10:30:00,2025-07-02 16:00:00,1,616.9395,618.7346,160,1.0,98536.86039999998,287.2160000000076,1.4400000000000002,285.77600000000757,0.0028950974933523426,0.0029001938852113826,1.7861000000000473,session_close
A,35,2025-07-03,2025-07-03 11:00:00,2025-07-03 13:00:00,1,623.5711,623.611,158,1.0,98822.63639999999,6.304199999998218,1.4220000000000002,4.8821999999982175,4.9553290715347e-05,4.94036607183475e-05,0.030899999999988718,session_close
A,36,2025-07-07,2025-07-07 11:00:00,2025-07-07 16:00:00,-1,620.3799,618.9639,158,1.0,98827.5186,223.72800000000848,1.4220000000000002,222.30600000000848,0.00226796516134719,0.002249434197571854,1.4070000000000538,session_close
A,37,2025-07-10,2025-07-10 11:30:00,2025-07-10 16:00:00,1,623.7806,624.0897,159,1.0,99049.8246,49.14689999999109,1.431,47.715899999991095,0.00048109864269575545,0.0004817363401973262,0.30009999999994397,session_close
A,38,2025-07-15,2025-07-15 13:00:00,2025-07-15 16:00:00,-1,621.447,620.4199,158,1.0,99097.54049999999,162.28180000000293,1.4220000000000002,160.85980000000293,0.001638273255804628,0.0016232471480965055,1.0181000000000187,session_close
A,39,2025-07-16,2025-07-16 15:00:00,2025-07-16 16:00:00,1,622.6038,622.4941,160,1.0,99258.4003,-17.551999999996042,1.4400000000000002,-18.99199999999604,-0.0001906509404535842,-0.00019133896922169156,-0.11869999999997524,session_close
A,40,2025-07-17,2025-07-17 12:00:00,2025-07-17 16:00:00,1,625.4808,626.3035,159,1.0,99239.4083,130.80929999999057,1.431,129.3782999999906,0.001300919228855531,0.0013036988250562816,0.8136999999999408,session_close
A,41,2025-07-18,2025-07-18 10:30:00,2025-07-18 16:00:00,-1,625.6453,625.8448,158,1.0,99368.78659999998,-31.52099999999109,1.4220000000000002,-32.94299999999109,-0.0003332559199277028,-0.0003315226151709001,-0.2084999999999436,session_close
A,42,2025-07-23,2025-07-23 10:30:00,2025-07-23 16:00:00,1,628.9961,632.4565,158,1.0,99335.8436,546.7432000000078,1.4220000000000002,545.3212000000078,0.005487156438648904,0.005489672007980087,3.4514000000000493,session_close
A,43,2025-07-25,2025-07-25 12:30:00,2025-07-25 16:00:00,1,635.0045,635.3384,157,1.0,99881.1648,52.422299999995516,1.413,51.00929999999552,0.000511649917441485,0.0005106998912371066,0.3248999999999715,session_close
A,44,2025-07-29,2025-07-29 11:30:00,2025-07-29 16:00:00,-1,633.4836,633.5036,157,1.0,99932.17409999999,-3.139999999997144,1.413,-4.552999999997144,-4.577861210610947e-05,-4.556090209186338e-05,-0.02899999999998181,session_close
